,Review_text,Nouns
0,Best phone ever,phone
1,One of the best phone!,phone
2,"one plus 6 is extremely worth for it's price and moreover in Amazon sale it's even beyond that. 35k for this phone is worth buying but in Amazon sale it costs me 27k. it's just mind blowing deal for me.
.
A fast device with perfect photo clicking quality. Definitely the best phone to buy","mind,quality,phone,price,sale,deal,amazon,photo,device"
3,Good pictures,picture
4,Six months later: no complaints. OnePlus does deploy customer centric design really well.,"oneplu,complaint,month,customer,design"
5,Superb,
6,This is my honest review of one plus 6 and i am not even faking it please its your money i don't have to anything with it i just wanna let u know guys these devices performs best as compared to flagship phones but i am having a very bad experience after 3 months of usage.I use to play pubg on this phone but now i can see fadded icons of games like shooting button sertings button names health etc even if the game is closed i tried updating rebooting but the problems are still there and now i am planning to go to customer service of one plus.I will post the honest opinion after visiting to the customer service.,"flagship,pubg,reboot,serting,button,phone,experience,opinion,month,health,use,name,update,service,money,devic,game,problem,review,icon,guy,anyth,customer"
7,"One plus makes very premium quality phones we all are well aware of that. Compared to Samsung the prices are also much more sensible so but it without giving a second thought. Check video reviews on YT though, MKBHD and Unbox Therapy maybe.","think,quality,phone,plu,therapy,price,video,mkbhd,review"
8,This Is The Best Phone Ever. Smooth As Butter. After Using This Phone I Can't Use Any Other Phone.,"phone,butter"
9,bear,bear
10,Advisable,
11,i loved it,
12,One plus is one of most valuable phone,"plu,phone"
13,It's just perfect,
14,"Cons: Battery life & sound life.
Pros: performance & camera","performance,pro,battery,camera,sound,con,life"
15,Good,
16,"I was just fed up with iphone but OnePlus really makes my life easy. Amazing Product, fast, smooth and best quality.","oneplu,quality,iphone,life,product"
17,Best performance,performance
18,Got 8gb 128gb for 31k. What else do you need for that price!,price
19,Overall nice product,product
20,Excellent smartphone. Good Speed.,"spee,smartphone"
21,You may have it when you needs high cost device.,"cost,device"
22,No cons only pros it's a very good phone,"phone,con"
23,Just ausome,
24,Best product in good price,"price,product"
25,"Performance is good, but has some issues. The mobile Internet on the phone stops working and required a restart almost 3 times a day.
The people at the sales outlet at Seawoods Grand Central Mall are not even willing to talk to you. They ask you to go to the service centre. They say that they don't know technical stuff, only information for selling. They perhaps are worried about customers getting influenced by the visit of a customer who has run into problems. Instead of reassuring the customer, they keep repeating -  'Go to the Service Centre. We don't know anything.'. This is is so so sad.
The people at the service centre say that it required a factory reset as there is some OS Corruption. This is strange. Additionally, they do not even have an option to help you with your data backup.
The only good thing they had at the service centre was good coffee. The place is worth a visit only if you want some good coffee. Service is not their forte. Thank you.","restart,visit,issue,reset,person,stop,internet,performance,phone,corruption,the,coffee,option,service,forte,outlet,seawood,information,centre,datum,problem,place,time,sale,stuff,day,factory,mall,anyth,customer"
26,This phone is very good;good sound quality;good features;oxygen Os is awesome;picture quality is excellent but it fades little bit in interiors;it does not hang at all very fast phone ; IAM being using it since 6 month and no issue recommend to take it,"bite,quality,phone,issue,month,sound"
27,It’s overall a good product which is a value for the money spent,"value,money,product"
28,Very Good Deal,deal
29,Overall superb phone....more expectations on battery part...camera is just too good..,"expectation,phone,part,battery,camera"
30,You should have one +,
31,Good,
32,3rd one plus phone for all.  great performance as always :),"performance,phone"
33,One plus... Pulling strong wit its amazing Specifications.,"wit,specification"
34,Yet another masterpiece from one plus. Been using from 6 months now. Handled it very rough. Installed many apps and games. Using it heavily and havent noticed little lag or any problem so ever. No lag. Does justice to the caption. Speed you need. Had issues with amazon delivery. My first order was lost in transit. Then reordered from prime now with 2 hour delivery. Now glad we have offline retail stores. Need not to rely on Amazon when they are irresponsible and lose the 30k item in transit.,"spee,lag,transit,plu,order,delivery,hour,issue,month,item,problem,store,amazon,masterpiece,justice,caption,game,app"
35,We r happy but we have not received the Cashback into our Citi bank credit card.,"bank,cashback,citi,credit,card"
36,"Superb look, awesome speed and value","spee,value"
37,Nic,
38,Very happy with this product,product
39,Camera is Best,camera
40,overall  okay,
41,"No SMS Forwarding, No In bhoot Apps, Not able to Opn the Links in whatsapp or Message apps. Horrible Customer Care Service which is not vale to resolver any issues or answer queries. Automatic Data Loss. Bought one plus 6 64gb and it is not supporting  word, excel or pdf apps.  Not able to clear the ram automatically for all apps. They are asking to go to every app in android system n clear everything individually. Useless Phone. No usability for all above mentioned features","whatsapp,bhoot,everythe,usability,phone,care,message,issue,link,forward,datum,ram,system,query,word,service,customer,feature,app"
42,Awesome mobile,mobile
43,Expensive but overall experience is really awesome...! Worthy product,"experience,product"
44,Very less Battery life.,"battery,life"
45,Recommended to all who are looking for a phone in this price range,"range,price,phone"
46,Battery life needs to be improved,"battery,life"
47,"I'll be completely honest, the product is good but not something that blew me off my feet. Face recognition and finger print ID are quite fast but not perfect. Camera is good but videos below full HD seem to be of lower quality than they should be. Slow me video is patchy and bokeh is below average. As a new device battery life is average. I used to have a Nexus 5 and despite the ""huge"" upgrade I don't see a huge performance boost. This device even crashed several times while playing simple games. Sound quality however is one of the best any loud speaker, even if not the loudest available, is still good.","quality,print,finger,performance,bokeh,boost,camera,sound,face,game,device,upgrade,product,someth,battery,video,time,speaker,life,patchy,nexu,recognition,foot"
48,Super,
49,"A great phone , a great price. More than happy. Should come with a better scratch  guard cover, than the one given free with it.","phone,price,one,cover,scratch,guard"
50,Everything is good .,everythe
51,Amazing phone at amazing price. Battery is amazing. Just love this phone. Upgraded from one plus 5. Go for it,"price,phone,battery"
52,"Very nice mobile with awesome features.
Nice camera, big screen, superb operating system (Oxygen OS) and many more good features.
The product is Value for Money.","mobile,value,oxygen,camera,system,operate,money,screen,feature,product"
53,Video quality should improve,"quality,video"
54,Just one word Ausome phone!!!,"word,phone,ausome"
55,Good,
56,Red looks awsum,"look,awsum"
57,I like it,
58,"What to review, eveything about this phone is just awesome. Best screen, best camera, best performance and mostly its Color OS. Far better than 6T because having Led notification, headphone jack and lesser price, ofcourse better fingerprint too.","performance,color,headphone,phone,price,jack,camera,notification,fingerprint,screen"
59,Best in class.,cla
60,Quality of camera and phone is osm,"quality,camera,phone,osm"
61,Best techno gadget,"techno,gadget"
62,Value for money,"value,money"
63,"Used both OnePlus 6 and 6T, and no doubt OnePlus 6 still seems like a champion in all a features","oneplu,doubt,feature,champion"
64,"Tag line need for speed is absloutely perfect for this phone, front camera is well but flash light is not available.....","spee,phone,tag,line,light,front,camera"
65,Yes i disapaointant  in this mobile totaly wrost my mony. Hang this mobile. I suggest eveey men not buy this phone.,"mobile,man,mony,phone"
66,Worth money,money
67,So smooth,
68,Any comments would be an insult for this kind a phone...,"comment,insult,phone,kind"
69,Happy & fulfilled all the expectations.. :),expectation
70,Just wow,
71,It's a beast,beast
72,Almost everything is just fine.. it has got only one problem i.e. when u r using dual sim it has got connectivity issue.. its dual volte doesn't work..,"everythe,issue,connectivity,sim,problem,volte"
73,Every thing is very good in this phone I am using it from last five months,"the,phone,month"
74,Gyf,gyf
75,Good,
76,Very good,
77,picture quality is superb sound quality is very good....,"picture,quality,sound"
78,"Used it for 6 months and still not over it.
Excellent look & Feel. Super sound quality and awesome clicks.","quality,look,click,month,sound"
79,Awesome,
80,"I always wanted to buy oneplus, right from the launch of its first mobile. Finally managed to buy 1+ 6. And it's worth waiting. Best part of it is camera. Just amazing. I hardly carry my DSLR now while going out.","mobile,oneplu,dslr,part,launch,camera"
81,Well good,
82,Amazing device,device
83,"Speed beast
Excellent gaming experience
Battery life is not as much we require
Best camera and best display...
Sexiest display","spee,beast,battery,experience,camera,display,game,life"
84,Speed phone,"spee,phone"
85,Very good product go head,"head,product"
86,Ultimate phone,phone
87,Pictures are simply awesome.u don't need to buy a separate 📷 until u are a professional photographer,"photographer,picture"
88,Love this❤️,
89,Good Product,product
90,Superb product,product
91,Excellent work done by oneplus.,"oneplu,work"
92,Just loving it,
93,"is there any products you deliver is good, or it's your trademark to deliver the worst quality product.???","trademark,quality,product"
94,Just go for it,
95,"Battery life is poor. Very dissatisfied customer. One plus 3t was good product. But, there quality have degraded in this product. Only price structure has increased. Go for MI products only. They are best.","quality,structure,battery,price,customer,life,product"
96,It's great,
97,Awesome phone,phone
98,Fine,
99,Excellent mobile,mobile
100,Apart from camera everything is super,"everythe,camera"
101,Best in class accept battery backup,"backup,cla,battery"
102,It's a nice product..,product
103,Need wireless charging,charge
104,I'm using oneplus 6 8gb ram & 128gb rom. it wonderful. worth for the money. amezing,"oneplu,ram,money"
105,Everything is perfect but phone is hearing if use it for long time continiously😑,"everythe,phone,time"
106,One+ u rock. & The service from AMAZON is CHERRY ON TOP. 💯% marks to the product & the service also. Go guys keep buying ONE+6.,"cherry,mark,top,guy,amazon,service,rock,product"
107,Awesome,
108,4k video is awsome...,video
109,Good,
110,It is a very good smart phone . I like the most is the fast charging feature of this mobile phone . Its picture quality is excellent . Sound quality is also very good . Overall it is the best smart phone .,"quality,phone,picture,sound,feature"
111,Sound,sound
112,"Awesome phone
 I used all top brands. Durability and reliability of OnePlus is unbeatable
Very good battery back up. I realized battery capacity is not only the factor but the software optimization. Thanks to oxygen OS.Camera needs to improve especially front facing camera at low.light.
Forgot to Say about dash charging... Amazing experience","oneplu,thank,phone,factor,charge,battery,durability,back,software,experience,capacity,oxygen,front,camera,brand,dash,optimization,reliability"
113,Four stars all around and 1 star for the brand loyalty.,"brand,star,loyalty"
114,Didn't expect the quality to be this good.. it's been 7months I still feel like it's new. Worth every penny.,"penny,quality"
115,Very good,
116,Value for money,"value,money"
117,All good,
118,"Just speed speed speed..can't complain here
Power is ok
Stock like rom is flawless and quite powerful
Pubg and heavy games are nice to work but they take so much power that no phone can. Last full day
Power management is good too
It was gift so can't tell much about camera quality with compare to flagships..","spee,quality,phone,power,flagship,pubg,gift,compare,day,camera,rom,management,game,stock,can"
119,Good,
120,Good phone,phone
121,"After 4 months of use slight down in battery performance
Camera is good but not upto the mark as they said in YouTube channels
Over heating can be observed some times","performance,heat,mark,battery,month,channel,use,camera,time,youtube"
122,"I shifted from iphone X to oneplus 6, & yes definitely this is really good performing device with great specs. i am already in love with this phone. awesome built quality & i really love its time to time updates. I also use Huawei Mate 10 Pro which is having higher specs and great phone, but i wanted other phone with my budget against shifting from iphone to android & i opted for oneplus 6, but now my view for this phone is not just budget but a class apart against iphones.","oneplu,love,quality,phone,mate,cla,budget,spec,view,time,iphone,update,device"
123,really like using it. Amazon delivery was super good.,delivery
124,Amazing experience with this product.... Amazing quality..amazing feature.  And filled with lots of speed and fun.,"spee,quality,lot,experience,fun,feature,product"
125,Just amazing ❤️,
126,perfect phone for me at this range,"range,phone"
127,Best,
128,Bettery life not longer,"life,bettery"
129,"This is what I got in the box, a used back cover. Which is very bad. I didn't expect from it.","cover,back,box"
130,Everything is best and camera is the best than other brands,"everythe,brand,camera"
131,"Got it in Rs. 26k and loved it, nice phone to play PUBG on high graphics","graphic,pubg,phone"
132,"NOT THAT GOOD,GOOD FOR THOSE WHO ARE BRAND CONSCIOUS",brand
133,Thanks,thank
134,Great,
135,Battery life should be better,"battery,life"
136,Fantastic,
137,"Sounds quality is nice👌.....
And camera quality is awesome","quality,camera"
138,Mobile is very good go for it  I would like to get my bill again as I lost my bill ...plz help me .,"mobile,bill"
139,Nice,
140,Nice phone,phone
141,Good,
142,"Camera is Awesome
Baterry life is Good
Performance is Awesome
The Con is that we are getting many bugs in the New Updates released even though the bugs are corrected in the upcoming patches it is taking more time","performance,bug,camera,baterry,con,time,patch,update,life"
143,Always best,
144,Super cool,
145,Speaker problem. Sometimes it will not provide sound from videos. Have to restart again. Pictures are getting blurred while taking it from WhatsApp.,"whatsapp,picture,video,problem,sound,speaker"
146,Awsm phone ever...,phone
147,Good,
148,Superb,
149,After using it for 6 months I started missing my Redmi note 3 my old phone. Redmi note 3 even after 3 years has better battery life than new one plus6.,"phone,year,battery,month,redmi,note,life"
150,Awesome set,set
151,Best product ever,product
152,Loved it,
153,No,
154,Worth buying product,"buy,product"
155,Battery Life very bad,"battery,life"
156,Excellent performance ... Much satisfied will all the features ... Quick updates ...,"performance,feature,update"
157,Awesome phone at awesome price.,"price,phone"
158,Once you use this phone You will never think about any other phone to buy...,phone
159,Mirror back glass broken on its own in approx 5 months inside the cover.. also without falling down.. camera only selfie mode is good. Back camera is not that good.. processor is fine and compute is fine but how can such big company have such a big design flaw and back glass is like breaking for lot of people.,"gla,mode,lot,company,processor,back,person,month,cover,camera,design,flaw"
160,Awesome phone.,phone
161,"What a picture quality,, Awesome! Overall the phone is in budget having all the features.","quality,phone,picture,budget,feature"
162,"Excellent premium mobile phone, picture quality excellent, no tension for charging.","quality,phone,picture,premium,tension"
163,Worth,
164,Good product.,product
165,Great phone in under 30k...dash charging was osome...,"charge,dash,phone"
166,Nice phone and nice performance,"performance,phone"
167,Since I bought during the sale it cost  me around 27000/- and i think its worth it. On time delivery so i guess this all about the product and delivery.,"worth,delivery,sale,time,product"
168,"Pros :
amazing 6.3inch super amoled display(stopped watching movies in laptop)😍
Sd845 (became a pubg pro)😎
Dash charging (no worries about battery capacity)😏
Oxygen OS (pure android experience)😌
Rear camera(u will get a disguise of a professional cameraman status)😅
Builtquality (next to samsung n apple)💪
Cons
No wireless charging (doesnt matter)
No Quad hd display (previously i was a samsung s7 edge user)
Ugly notch (apple made tats y hate it)
The best smartphone of 2018 is definitely ONEPLUS6","pubg,oxygen,movie,notch,cameraman,apple,charge,experience,disguise,capacity,con,builtquality,quad,statu,pro,smartphone,battery,edge,user,worry,laptop,display,dash,rear,tat"
169,Good,
170,Super,
171,Great phone,phone
172,superb,
173,The king it is...,
174,Very nice phone,phone
175,Very good product,product
176,Nice photoes click,photo
177,"Overall it is a good phone, I am new to Oneplus and felt very much satisfied. Camera is awesome and I never felt any lag in any functionality or app. Only problem is battery, if i use camera for clicking pictures it gets discharge in 4-5 hrs. I am not even talking about videos. Even at normal usases battery will last for hardly 7-8 hrs.","lag,oneplu,phone,picture,battery,discharge,usa,video,camera,problem,functionality,app"
178,Good product,product
179,"It has everything, what you think in your mind about smartphone. Go for it,,,, lovelyyyyy mobile 📱, no heating problem.","mobile,heat,mind,everythe,smartphone,problem"
180,Battery poor quality and camera is poor quality also cost of rs is highly  approximately 25000 to 30000 /8 GB ram 120 gb internal,"camera,battery,quality,cost"
181,Screen resolution and camera quality is very impressive...sound quality is also satisfactory but not very loud and battery life is also good ..it normally lasts for one day...and in terms of speed ....there is no competition.,"spee,resolution,quality,screen,battery,day,term,camera,sound,life,competition"
182,"Pretty good phone! Also has headphone jack, which is not present 6T onwards. Hence, I would say, OnePlus6 is the last good phone of OnePlus.","oneplu,headphone,jack,phone"
183,"Product is amazing
Worst delivery from Amazon","delivery,amazon,product"
184,Great product.,product
185,Battery life rating 5/10,"rat,battery,life"
186,best product,product
187,"Best for display quality,sound and better performance","performance,quality,sound,display"
188,"My review
Working fine with games best in game mode.
Better customize OS not super.
Camera is good.
other function work with excellent.
Pros.
Original Screen Guard not available.
Call recorded audio playing in music app ( Such ridicules).
over weight.","weight,music,pro,play,mode,function,guard,camera,ridicule,audio,game,screen,review,app"
189,"Which one is the best amongst the three I.e, 6gb ram with 128 internal memory/8gb ram with 128 internal memory/8 GB RAM with 256 internal memory.....???","memory,one"
190,Nice product,product
191,Simply best phone... Love it,"love,phone"
192,Battery of my phone discharge in 10hours only,"phone,battery,discharge"
193,Im using this phone past from 3months body and display damaged no warranty also it's to sensitive back cover of the phone looks like glass money waste service cost also expensive really wasted my money,"past,gla,phone,warranty,cost,look,back,body,cover,waste,display,service,money"
194,I am facing problem with microphone. The other talking with me is hearing echo sounds. That's irritating.,"microphone,echo,problem,sound"
195,"Been using it for 3 months now. Has given me great battery life. I am not much of a gamer, but even with decent amount of video viewing it gives me an average of 14-16 hours of battery.
Camera is great. Fast face unlock and smooth transition between different apps.","average,amount,battery,hour,video,month,gamer,camera,face,unlock,life,transition,app"
196,good & Worth,
197,"dont buy this phone ...... today(21/01/19) while charging the mobile i saw small flame from charging point of phone. Instantly i removed the charger and saw that charging cable & mobile charge point got burnt. it may also have resulted bursting if i was not present. purchased from amazon on 12/09/18.
most interesting is that customer care of one plus six not entertaining me.","mobile,charger,cable,phone,care,flame,charge,point,amazon,customer"
198,Suer,suer
199,Like,
200,Good product,product
201,Worth it,
202,Excellent,
203,Awesome,
204,Nice,
205,"Love this phone. ..  One plus create great product. Good processing, Ram and screen. Baught 8-128 modal of One plus 6 at Amazon sale.","proces,phone,sale,modal,ram,amazon,baught,screen,product"
206,Value for money.,"value,money"
207,Very wall,wall
208,"There is no likes, or dis-likes for this one plus , there is only love b/w us ... 😍😍🥰🥰🥰🥰","plu,love,like"
209,Really good,
210,Its good,
211,Awasome,
212,Sexy phone from aspects.,"aspect,phone"
213,Nice product,product
214,Great device,device
215,Worth the money. In every aspect its the best.,"aspect,money"
216,Good Phone,phone
217,Nothing to dislike,nothe
218,Just great.. value for money..super sonic,"value,money,sonic"
219,"Its really One of the best Mobile available in market and really worth of money.
Gives stylish look and also provide decent battery backup..","mobile,battery,look,backup,money,market"
220,"Very good phone. mainly because, no hanging and no heating problem. Speed is excellent. Camera quality not too good, but fine","spee,heat,quality,phone,camera,problem,hang"
221,Best Phone at present,"present,phone"
222,Good mobile I don't think battery can lost longer so much for crazy users,"mobile,battery,user"
223,Superb phone  but price alot,"price,alot,phone"
224,Some applications hangs,application
225,Camera quality in low light is below average.,"camera,light,quality"
226,The phone has more than enough RAM. It charges in 30 minutes flat (0 to 100 percent). The camera is fantastic and it has a great deal of storage available. I got it at a fantastic price on Amazon.,"phone,percent,price,minut,deal,ram,camera,amazon,storage"
227,It's a good smartphone. Battery life is not very good.,"battery,life,smartphone"
228,Lovely phone,phone
229,The best I used till now awesome😍 camera sound and battery back up not even a hang till now used for 6 months best of the best,"battery,back,month,sound,hang"
230,"This is a great phone, packed with latest processor and gpu. It is very light weight, slim and sturdy. Camera quality is really nice, battery life is also good and sound quality is pretty damn great.","quality,weight,phone,gpu,processor,battery,camera,sound,life"
231,Battery life,"battery,life"
232,Awsome Phone,phone
233,The oneplus fam is great with everything!,"everythe,fam,oneplu"
234,Awesome product. Superb Camery quality. Can be easily compared with iphone.,"iphone,quality,product"
235,Wow the only word..,word
236,"After about 6 months of usage, I am finally ready to share my experience of using this device. Build quality is totally amazing. Camera is good and the processor (Snapdragon 845) is the best processor available in the market today. As always, Dash Charge technology of OnePlus is supremely fast and can provide a day's worth of charge in just 30 minutes (literally). Battery backup is awesome even if you are a heavy user and does not disappoint you at any point in time. Display quality is also excellent and does it's job perfectly.
In the end, everything about this phone is premium and I am very much satisfied with my purchase.","technology,quality,today,premium,backup,point,phone,charge,experience,minut,month,camera,device,market,job,purchase,battery,user,display,time,usage,oneplu,end,everythe,worth,processor,snapdragon,day"
237,just one drawback is oneplus 6t came too soon,"drawback,oneplu"
238,After some time camera started malfunctioning.,"camera,time"
239,"Amazing speed , super battery backup, camera superb, totally best of the best","spee,battery,backup,camera,superb"
240,Awesome,
241,"It's been 3 months since I'm using this... Was about to buy an iPhone, but my better half convinced me otherwise... Love it .. the phone is just amazing... It's got 8gb ram, really fast... It's efficient...I don't regret paying 38k...  Haven't found a single complaint on this...","complaint,phone,month,ram,half,iphone"
242,"dont know what happened but the camera getting blurry images completely disappointed, & phone calls are pretty bad, mobile internet is very slow. may be i have received a defective phone.","call,phone,camera,image,internet"
243,Good product,product
244,Good,
245,Good,
246,Happy,
247,It's great but the price is high,price
248,Video games night camera good,"video,night,camera,good,game"
249,"Picture quality good,sound ok but battery life worst..","quality,picture,battery,sound,life"
250,"I bought it at 27k and its a best deal. No complaint. Totally satisfied.
Battery drainage is quick but compansated by dash charge.","complaint,drainage,battery,charge,deal,dash"
251,Nice phone.,phone
252,One of the best phone i ever seen❤️,phone
253,"Everything is good except face recognition.
It gets unlocked against anyone's face.","face,everythe,anyone,recognition"
254,"One of the best phone I have used till date. Happy with the deal, got it during Great Indian sale.","date,sale,phone,deal"
255,Battery drains very fast while camera is operated or vdo’s are played,"vdo,battery,camera"
256,Good,
257,Best smartphone ever,smartphone
258,One of the most stable hardware heavy phones I've ever used.,"hardware,phone"
259,Nice one,
260,My phone,phone
261,Quality quality quality.. value for money for sure,"value,money,quality"
262,Great phone with awesome rear camera .. but disappointed with it's front camera focusing and battery life ! :/,"phone,focu,battery,front,camera,rear,life"
263,Best phone i have ever bought.. awesome,phone
264,Everything perfect,everythe
265,Touch and face id don't respond many times .even touch is not that responsive . Apps can hang .,"face,app,touch,time"
266,Good,
267,"Amazing phone, one of the best I had since using smartphones. Battery backup isn't that great though which needs improvement....","improvement,smartphone,phone,battery,backup"
268,It was a awsome phone. Display quality Class.,"cla,quality,phone,display"
269,"the product is under 1 year warranty ,need to change  as damaged,kindly do the needful","year,warranty,product"
270,Very good product,product
271,awesome,
272,Paisa wasool,"paisa,wasool"
273,Best mobile,
274,I want to return this phone because it is not working please contact me,phone
275,Nice,
276,Oneplus 6 is good smartphone with a few drawbacks. Display isn't that great compared to the Oneplus 3 and battery life is mediocre,"oneplu,smartphone,battery,drawback,display,life"
277,I like safety quality of product picture quality is best sound quality also,"quality,picture,safety,sound,product"
278,Super,
279,Amazing speed amazing camera and superb feature everything is best with one plus,"spee,everythe,camera,feature"
280,It's a great phone,phone
281,Quality is good even after I had used this mobile for last 3 month there is no problem packaging is good and overall rating for the Mobile is 4.5/5,"mobile,package,quality,month,rat,problem"
282,NYC look battery life is good and picture quality is too good,"picture,battery,life,quality"
283,Good,
284,Good phone at good price,"price,phone"
285,Everything great about the phone,"everythe,phone"
286,"The picture quality is extremely good and sound quality is super, battery life is good with 3300mah and fine, the overall performance is mind blowing","performance,mind,quality,picture,battery,sound,life"
287,Superb smartphone,smartphone
288,Back glass broke  after fall on carpet from coffee table just 1and 1/2 feet hieght very low quality back glass,"table,gla,quality,back,fall,foot,coffee,carpet"
289,I like picture quality and photos.,"picture,photo,quality"
290,Best Mobile ever I used,
291,"I am not happy with its battery life, Asus had given me better results in battery life. Picture quality is good but not as they advertise on instagram.","quality,asu,picture,battery,result,instagram,life"
292,"I am loving one plus 6 mobile .. Guys go head and purchase one plus mobile... The speed , picture quality and 4k video recording is awesome ...","mobile,spee,quality,picture,video,guy,record,head"
293,Amazing,
294,All good,
295,"Bought this for my friend a while back for about 35k (on offer)
Pros
Best phone for gaming, pubg runs as smooth as it can get.
Excellent for photography, low light performance is awesome.
No such thing as lag or hang
Good sound quality
Feels good in hand
Excellent 4k video .
Black colour is just awesome.
I was confused between the poco f1 and the 1 plus 6, and ended up buying one plus after lot of research.
(No regrets)
The 4k video mode is just perfect
Slow motion mode is decent.
Summary
Best phone if u are a hardcore gamer and a photography lover.","quality,colour,pubg,performance,phone,back,the,research,sound,game,regret,summary,pro,offer,while,lot,photography,mode,video,motion,hardcore,gamer,hand,friend,lover"
296,Best,
297,"Bought it for 30k, in this price best phone","price,phone"
298,Best on market. Better than OnePlus 6T.,"oneplu,market"
299,I forgot my DSLR,dslr
300,Best phone ever. Great picture quality and battery life. Could do better in sound.,"quality,phone,picture,battery,sound,life"
301,Excellent in all respects ....,respect
302,Awesome,
303,This thing just happened last month. My phone fell down flat from a height of around 4 foot on floor and the display got cracked and it costed me 8K for the repair as it was a physical damage which doesn't count in the warranty. The saddest part was the tempered glass fixed on the screen was all safe but the original screen got damaged. Gorilla glass ? Really ?,"gla,gorilla,phone,warranty,height,part,floor,month,foot,repair,the,display,damage,screen"
304,Best mobile,
305,No comment,comment
306,I loved one plus 6.,
307,The best phone I ever had...,phone
308,look like Original Condition,condition
309,So nice,
310,"Pros::
* Performance
* Camera
* Display Quality
* Build Quality
* Charging Speed
Cons::
* Battery Draining","spee,performance,quality,drain,pro,battery,camera,con,display"
311,As we all knows the product is awesome,product
312,Best in updates android pie update was withon the month of launch.,"pie,month,launch,update"
313,Good,
314,Amazing phone,phone
315,👍🏻👍👍🏻,
316,Flagship Device,"flagship,device"
317,"One of the top end mobile specs in the market for good price.
Using for last 6 months, didn't see any issues","end,price,issue,month,spec,market"
318,Not bad,
319,Amazing phone in this budget,"phone,budget"
320,I bought one plus 6. 8gb ram 256 gb storage for 39000 at one plus authorized store in Hyderabad a week ago I have bought it. But online the price is high,"storage,price,week,store"
321,Excellent,
322,"Pros
1. Exteremley fast user interface and navigation. No hanging, heating up while using multiple apps.
2. Quick updates from OnePlus. (Pie, Security patches etc)
3. Camera very good. However for night photos one might want to use Google Camera app with Nightsight. Video recording is decent as well in bright light.
4. All heavy games such as Pubg, Asphalt 9 run in high resolution.
5. Sound quality is good but struggles a bit for loudness especially if you have high impedance Earphones.
Cons:
1. No memory card slot
2. No stereo speakers
3. No IP certified for water resistance
4. Battery life is ok. Though charging is fast.
Overall its an excellent phone 4.5/5","quality,stereo,pubg,loudne,record,patch,photo,security,phone,memory,navigation,resistance,night,camera,sound,update,con,game,nightsight,hang,app,impedance,pro,interface,battery,video,user,light,earphon,pie,speaker,life,bite,oneplu,water,resolution,asphalt,run,slot,card"
323,Great,
324,Awesome,
325,good product,product
326,oNE IN wOrLD!~,
327,Superb performance and never dissapointed. Only thing is oneplua should give time to people to get newer models. 6 and 6T withing 6 months.,"performance,oneplua,person,the,month,time,model"
328,"No complaints, superb phone to own!","complaint,phone"
329,full paisa wasool,"paisa,wasool"
330,I got this prodyct for arount 27k for that price is is a steal.But for few generations oneplus is charging premium and don't offer that kind of features so oneplus plz change urself othervise competetition will kill you,"oneplu,arount,premium,price,kind,othervise,competetition,prodyct,generation,feature"
331,A one plus product says it all. No need for further reviews.,"review,nee,product"
332,Bestest product i got ever,product
333,"Awesome speed, You can install whatever you want without worrying about the speed. I was expecting somewhat more with the camera, but what i got is also satisfying.","spee,camera"
334,Good phone,phone
335,"It's an awesome mobile. Picture quality is too good, sound is just perfect very easy to operate. No hang problem....","mobile,quality,picture,problem,sound,hang"
336,"Picture quality is bad,sound quality is very bad and battery life is good.","quality,picture,battery,sound,life"
337,Bought this mobile. Felt like cheated. Could not hear the ring tone. If anyone calls the lights r just on and no sound. The option to increase the ring tone volume doesn't work. Did lot of things but it just doesn't work.,"mobile,lot,light,thing,sound,volume,option,tone,anyone"
338,I like this fone and i recommend every one who wanna a best fone in this range go for it,"range,fone,one"
339,Good product,product
340,Camera clarity is awesome.battery backup is good,"camera,clarity"
341,Nice product,product
342,Picture Quality,"picture,quality"
343,Fabulous,
344,Could not be more happier. I love this phone.,phone
345,"Ordered thia for a friend. I had unpacked and dis the startup. Gr8 touch, sound quality is gr8, nice picture quality, superb resolution bright screen. Fast enough.. beautiful pictures taken from camera","startup,resolution,quality,thia,picture,friend,camera,sound,screen"
346,Good performance,performance
347,"Phone is excellent, gets charged very fast.But losses it's power quickly when playing game like pubg.","power,phone,los,pubg,game"
348,Good phone,phone
349,Speaker problem pls replace this phone,"speaker,problem,phone"
350,"I AM A FAN OF ONE PLUS.I LIKE EVERYTHING ABOUT THIS PHONE.GOT AT VERY COMPETITIVE PRICE DURING GREAT INDIAN SALE OF AMAZONE.PICTURE QUALITY,SOUND QUALITY AND BATTERY LIFE IS GREAT CONSIDERING MY EXTENSIVE USE.IT IS KING AMOUNG ALL ANDROID DEVICES.","everythe,quality,price,fan,sale,battery,sound,devic,life"
351,"It is my love... when I saw the pictures of the phone (Silk White) I instantly fell for it specially for fingerprint scanner is rose gold. Try to buy it from many days and finally it's on my hand. I don't write the specifications n all.... The lot of taarif already out there. The one thing I just want to say, I go with OP6 even OP6T is available and also with so many offers it is better than OP6T. When I pay the almost same amount though I don't get 3.5 headphones jack, the notch (I like it) nd the fingerprint scanner. Only disappointed is the price....wwwhh if I get some offers, Who get they are lucky.","picture,scanner,notch,phone,amount,gold,jack,the,taarif,silk,headphone,offer,lot,white,love,hand,price,wwwhh,day,fingerprint,specification"
352,Best budget,budget
353,"Battery quality is much better than previous version,","version,quality,battery"
354,Fake one plus device which hangs most of the time and the picture quality also sucks.,"picture,quality,device,time"
