,Review_text,Nouns
9902,Best ever ok phone yet,phone
7388,"The phone is amazing, looking forward to get a fix on the volume control as the bar doesn't make sense to me when you have to reduce it to have the sound goes to zero.","volume,phone,fix,bar,sound,sense,control"
1756,Best phone ever.  Am commenting after 6 months of useage. Worth the price..,"phone,useage,price,month"
3886,This product picture and sound quality is awesome. I'm really happy to use this kind off device. Good growing OnePlus team. Bless you.,"device,kind,team,sound,quality,picture,product"
7847,"Just one word for this phone - ""Awesome""","phone,word"
3090,Good product.......,product
1703,It's a wow device,device
5154,Good product,product
5043,Lightning fast!!,lightne
3145,Why earphones are not provided.,earphone
776,"One plus phone as always Best in class camera, nice touch screen
..
Bit heavy but okay for the size.","size,touch,phone,cla,camera,screen,bite"
7205,Nice phone,phone
5547,A wholesome package of speed & performance yet elegant,"spee,performance,package"
7728,One plus 6 very gentle phone but 12000.00 scratch card not received,"phone,card,scratch"
8376,Awesome,
3631,Only three words....,word
5429,Super,
785,Worth every penny..,penny
8784,EVERYTHING IS WORKING FINE. EXCELLENT PHONE OP 6. ONLY THING I WANA MENTION IS THAT FROM 10-15OCT AMAZON IS PROVIDING OP 6 IN 29K WITH A HUGE DISCOUNT OF 5K. I JUST BOUGHT THIS DEVICE 1WEEK AGO THIS IS NOT DONE AMAZON. HOW CAN YOU DO THIS WITH YOUR LOYAL CUSTOMER.,"device,amazon,phone,customer,discount,wana,everyth"
10386,Nice phone,phone
357,Good,
7036,Poor sound quality,"sound,quality"
6806,Canera performance battery life the speed what you need,"spee,canera,life,battery,performance"
8414,Smooth,
6546,I feel it heavy when I handle it. I expected a lighter weight mouse,"mouse,weight"
4898,It's got everything that one wud need in day to day usage...it's actually blazing fast...usp is the battery backup n dash charger...it's lasts a full day even after playing PUBG for couple of hours...,"hour,wud,pubg,backup,day,dash,couple,battery,charger,usp,usage,everyth"
9894,"Great value for money, full of features, well designed and beats most of it's competitors hands down.","value,money,competitor,feature"
7815,The phone sent is refurbished. Not latching on to the network. Need to restart the phone 10 times a day as internet doesn't work. People calling me cannot get through as well. I thought something's wrong with the sim. Swapped sim in 2 other devices and it works fine. The device is definitely faulty. Amazon please help..,"device,internet,day,phone,somethe,sim,person,time,network"
2641,Super phone,phone
2633,Excellent,
5264,Overall product is very good,product
1650,Everything is best,everyth
6451,Awesome phone,phone
1660,Good,
7717,"After using 5 month's no single problem i have seen.
This product is value for money","problem,product,value,money,month"
2858,"Well, I'm writing this review after one month of purchase and usage of the mobile.
Everything seems amazingly perfect and I have used so many mobiles so far in lifting the brand's like Nokia, Samsung, Nexus, Motorola but this time the experience is amazingly awesome altogether.
Didn't find anything bad or worst about the mobile (OnePlus 6) so far, so giving it a rating of 4stars as nothing in this world is perfect and hence they launched even OnePlus 6t.
One must buy this mobile if you are a hardcore fan of videos, music, photography and games and faster and faster performance of the mobile without giving you any troubles as such.","video,nokia,purchase,motorola,everyth,music,photography,nexu,experience,fan,time,usage,game,nothe,month,review,rat,performance,anythe,world,oneplu,mobile,trouble,brand"
8499,superb,
9477,Good,
7636,Awesome phone,phone
6603,"Excellent
The Real premium phone
Jai Shankar mahadev 👌👍🙏","jai,phone,shankar,mahadev"
8764,A device with best performance.,"device,performance"
9349,Worth for money,money
5088,Price is too bigh,price
6851,Value for money,"value,money"
4654,"Value for money product.
If you are getting a good deal buy it.","deal,money,value,product"
239,"Amazing speed , super battery backup, camera superb, totally best of the best","spee,backup,battery,superb,camera"
6582,Nicr,
10328,Very good,
84,Speed phone,"spee,phone"
6702,"Both the phone 2 weeks back , had a battery issue but solved it with data saver and now battery is solid hard and last more than a day with proper usage of around 6 hour 35 min screen on time, wow I must say .. coming to camera I find it great as 19:9 take a vivd photos but 4:3 lacks the vivid output , might be with software .. video is great over all 8/10 as I came from iPhone 8 plus and Samsung Galaxy S8 but still gives a great output . Hardware is great and software is smooth","video,hour,plu,back,photo,galaxy,battery,screen,min,day,issue,vivd,time,usage,week,saver,camera,software,hardware,phone,iphone,output,datum"
10217,"Good speed. Fits all requirement, responsive gesture mechanisms and comes at a decent price.","spee,mechanism,price,requirement,gesture"
9632,It's my first one+ phone. I love build quality and all features.,"phone,quality,feature"
2807,I cant understand what sort of products are you selling i have got a defective product.  Two weeks after buying was finw now i can find some issues with the display..  Some time the color changes some pics wont be visible. Kindly help me replace with a perfect product soon.,"pic,sort,color,week,issue,finw,buy,display,time,product"
2149,Good,
9088,I am used in 2 months the phone is too good,"phone,month"
277,I like safety quality of product picture quality is best sound quality also,"sound,quality,picture,product,safety"
6472,Nice product,product
6432,"I have complain regarding this product
I did not receive extra four protective case for it's back and I did not receive screen guard while in advertisement this is showing extra protective case and screen guard
So please send all case and screen guard otherwise I will return this product
I m not satisfied by this dealing","guard,back,complain,case,deal,product,advertisement,screen"
413,Awesome,
9498,Speed of phone is awesome,"spee,phone"
6725,Perfect,
6484,"First of all kudos to Amazon for providing great deal and timely delivery. I got this one for 27k and received package within 24 hours of placing order.
Now about phone, first impression is about the great screen. I've always been a fan of an Amoled display just because they offer deep blacks. Oneplus 6 is having really nice display with a notch (I don't have a problem with notch display). Great viewing angles and Color reproduction.
About performance, its Qualcomm's current year's flagship SDM845 so obviously no lag at all.
The camera, it's great even in low light photography thanks to the wide f/1.7 aperture. Edge detection is accurate in portrait pictures.
The battery, it's nice as well if not great. I am getting a full day of battery life on 90% charge with around 5.5 hours of screen on time. And the dash charging, it is the most amazing thing about this device. It charges the phone about 65-70 % in 30-35 minutes which is great!
The only con is that speaker output is not good at all. And the glass back is fingerprint magnet and seems fragile so we can't use the phone without a case.","magnet,thank,hour,back,angle,reproduction,color,life,edge,order,battery,minut,speaker,picture,one,notch,screen,device,delivery,photography,day,qualcomm,fan,problem,case,time,con,impression,kudo,fingerprint,performance,aperture,package,lag,camera,gla,oneplu,portrait,phone,detection,flagship,dash,year,output,black,display,deal,charge"
3170,Picture quality and sound quality is good,"sound,quality,picture"
258,One of the most stable hardware heavy phones I've ever used.,"hardware,phone"
3865,Battery life good,"life,battery"
645,Value for money.,"value,money"
5246,Nice 1,
5956,👌,
3297,The best phone and fastest one till date.. If you are a gamer then there is nothing best in the market for you. PUBG gameplay is smoothest of all the phone I've played on. Graphics are like realistic.,"graphic,pubg,gameplay,phone,market,date,nothe"
7485,Best phone,phone
2054,Good,
947,"One plus is a great phone with wonderful features
if you are looking for premium choice then go with it","choice,phone,feature,plu"
4378,Heating problem and battery issue,"problem,battery,heat,issue"
3193,good,
3904,Worst phone .worst battery back up it doesn't last for four hours also . I brought it 20 days before and its battery life is worst than iphone also.and amazon is not helping.worst customer care.,"hour,back,day,amazon,phone,life,iphone,customer,battery,care"
1825,Battery life about to worry but at the same point charging is very fast so that cause good sound.,"sound,life,battery,point,charge"
6771,Good...but could have given a 4000mah battery,battery
9553,Too good,
5669,Amazing display and picture quality,"display,quality,picture"
1614,Fabulous and fabulous,
604,I would like to suggest all to buy this phone.. Best mobile ever by oneplus,"mobile,phone,oneplu"
813,"Picture quality and sound quality is super.. battery life also good, very fast charging, value for money, thanks for onepluse6 and Amazon.in...","value,thank,life,sound,quality,battery,money,picture,charge"
552,"Fastest phone I have ever use .All excellent camera, battery,display,looks,","display,phone,battery,use,camera"
62,Value for money,"value,money"
3323,Satisfaction beyond expectations,"expectation,satisfaction"
539,Please improve the picture and sound quality,"sound,quality,picture"
1022,Awesome,
5914,Total perfect,
9522,This phone is excellent. This fulfills my desired expectations.,"fulfill,phone,expectation"
10246,Very good,
4683,Great phone,phone
8673,one plus cant be beaten... again they nailed it m.,
2281,Awesome Product with perfect picture and sound quality!!,"sound,quality,picture,product"
8638,"Simple Super, but can't see a new OnePlus device being released every six months","super,device,oneplu,month"
7394,Awesome it is jus got the package yesterday,"yesterday,package"
5802,Everything,everyth
9452,performabce,performabce
8438,Camera is awsum as well as phone,"phone,awsum,camera"
8887,Good,
3622,Everything is just perfect...,everyth
3179,Best Phone Ever I seen 🤩,phone
4532,Excellent product. Happy with it,product
5960,Beast mode on,"beast,mode"
7445,Bestest phone♥️,phone
4146,Nice phone at a reasonable price. Been using it for some months now. No issues.,"issue,phone,price,month"
5296,"I was confused b/w s8 and op6, but decided to go for latest and greatest Oneplus 6 only..
And it was a great decision !!
Fully satisfied with the Speed, UI, battery and Camera.
5stars to the Deal @27k on Amazon !","oneplu,spee,amazon,decision,battery,camera,deal"
335,"It's an awesome mobile. Picture quality is too good, sound is just perfect very easy to operate. No hang problem....","mobile,sound,quality,problem,picture,hang"
4610,Best color and great discount,"discount,color"
7083,The product i have received is hetaing alot while using. Request team Amazon to replace faulty product,"request,team,product,alot"
9703,"Good Phone IRIS scan feature is missing, overpriced","phone,feature,iri"
8377,Great buy,buy
8741,The most recommend phone for mobile lover...,"lover,mobile,phone"
5714,ONEPLUS 6 ROCKS....,rock
6181,It's not really water resistant and 8gb it's not that good it hangs out with messaging on messenger app.,"water,app,messenger"
9978,Mobile not switching on..,mobile
3979,"Verry bad speaker quality ... I purchased this phone only 4 days back ..
Not expected this kind of product from one+ team ..","kind,team,back,day,phone,quality,speaker,product"
3718,Nice,
1855,Experiance the speed u need,spee
9690,Specifications,specification
6231,Nothing but superb.,nothe
9518,"Beautiful design for one Plus 6, pics are very good an battery life also","pic,life,design,battery"
4134,"I would like to say thanks to OnePlus for making such good phones. I was using OP3T since 1.5 years and I am still surprised with the speed and very much satisfied with the performance. Recently I upgrade to OnePlus6 & it is fabulous. iPhone Open your eyes and learn something from OnePlus.
Way to Go","thank,oneplu,eye,spee,phone,performance,somethe,iphone,year,way"
3716,A fabulous choice of one plus.. it's a good gestures and new features most liked by me..So happy to purchase this product..,"choice,feature,product,gesture"
8560,Excellent,
9134,I like the most is its look and also the camera of the phone is pretty good..and it's a good product to buy....,"look,phone,product,camera"
6101,Worth the money,money
4506,"Picture quality is perfect
Sound quality is superb
Battery life is awesome
Overall super premium specs in less price.","price,life,sound,quality,battery,spec,picture"
3677,Good product,product
9689,"From my device , unable to make calls or it is getting dropped while making any calls","device,call"
4165,"Awesome products, low battery with fast charger..","product,battery,charger"
10032,"It's been a month and I still feel it a box peice, super fast and a best competitor to iphone","iphone,month,peice,box,competitor"
1090,Overall great one!,one
159,Mirror back glass broken on its own in approx 5 months inside the cover.. also without falling down.. camera only selfie mode is good. Back camera is not that good.. processor is fine and compute is fine but how can such big company have such a big design flaw and back glass is like breaking for lot of people.,"flaw,lot,processor,cover,mode,month,back,person,design,camera,company,gla"
2328,Everything as expected its really cool n nice,everyth
9802,Good mobile.,mobile
5910,Picture quality is amazing,"quality,picture"
1942,True value for money,"value,money"
3864,Worst phone ever,phone
5740,Very nice,
8374,Good mobile,mobile
7403,Can't ask for anything much better than this phone. This company lives upto its mission of never settle.,"company,phone,mission,anythe"
4596,Great phone. Good photo and sound clearity. Awesome design and look a premium phone.,"design,sound,clearity,photo,phone"
1277,"Phone with all essentials, ultimate picture quality and long standing battery life.","phone,life,stand,quality,battery,essential,picture"
6752,"It's very smart phone, will get to know once u start using. Features are amazing. Battery life is 1 with more than normal usage. Rest I don't find any flaw.","flaw,phone,life,feature,battery,usage,rest"
9627,Camera quality is awesone,"awesone,quality,camera"
5761,My mobile battery is getting down so fastly and when iam taking photos using flash my mobile getting more heat can u help how to solve this problem,"mobile,photo,battery,problem,heat"
8297,amazing user experience,"experience,user"
8035,Ok,
7631,"Fastest Android Device I've ever used.
Delivery Experience: Ordered it on Oct 9 and Got it on Oct 12. Very fast delivery in my area
Price: Got it for Rs. 26919 (29999-2000 SBI Discount -1080 Amazon Discount) during the Great Indian Sale 2018
Pros
* Fast AF
* Best Camera for the price.
* Dash Charging is LUV
* Super AMOLED Display
Cons
* Speaker out put not up to my expectations.
* No headphones shipped with the box.
* No SD Card Slot.","headphone,pro,card,sale,sbi,speaker,device,delivery,price,area,experience,oct,con,slot,camera,expectation,amazon,dash,box,discount,display,charge"
7400,"Very very fast processor comparison other device, best material quality, good camera, good battery life, and very very best feature dash charging is very very fast.. 😘 😘 😘 😘 😘","device,processor,life,feature,comparison,material,dash,quality,battery,camera,charge"
3595,Quality mattes for one plus brand,"quality,brand,matte"
3019,its a really great product and I strongly recommend it.....,product
4741,"My phone in heating problem , and everything is good","phone,problem,heat,everyth"
6786,Excellent camera and photos quality is very nice,"quality,photo,camera"
5098,Good,
3601,Good,
1300,"Worth for the money you pay
No issues so far. Have been using it for 3months.
One of the fastest phone ever.","phone,money,issue"
1113,"Well this doesn't needs any review, absolutely beast in this segment!!","segment,beast,review"
4460,"Ok, value for money. Not as good as Samsung or Apple. Glitches very common after updates.
Sometimes blootooth issue, sometimes WiFi, switching data connectivity between Sims is very inconvenient.
Just a matter of 3 months face above issues. Very unreliable performance.","connectivity,value,month,samsung,face,issue,performance,sim,apple,money,update,matter,glitch,datum"
3680,Battery should be 4000mah...,battery
7519,Good Product and on-spot delivery !! Good Job,"spot,delivery,job,product"
3777,Worlds fastest phone.. Really face lock and finger print lock is verry impressive.. Owsome phone..,"world,phone,finger,lock,print"
1497,Excellent,
1214,Good one,
1638,Phone screen is so smooth picture quality good ....sound is good....battery life,"phone,life,sound,quality,battery,picture,screen"
2799,The phone does not even last 8 hours with normal usage like call whatsapp etc. With such heavy battety this phone has worst battery optimization.,"call,hour,phone,battety,optimization,battery,whatsapp,usage"
4921,No words to say,word
4104,"My mobile device hang now ,after use of 5-6month, this product is not a satisfactory","mobile,device,use,product"
1405,Phone is very very good! Worth the penny!! But I'm really disappointed on not getting d cashback...! Thn y u fakly gave that??,"phone,penny"
5178,"Display is good, battery life is very good. Getting 1.5 days battery life in 4g and WiFi (50/50). Fast charging is awesome.
Sound quality can be better.","day,life,wifi,sound,quality,battery,display,charge"
9353,It is very useful it works very fast.it also works at 1 percent battery,"percent,battery"
8508,"Like- Speed of this phone cannot be competed with others Android users.
Dislike- rectangular notch will interrupt it's full screen display.","display,spee,phone,other,user,notch,screen"
1925,"The product is worth the price, with minor glitches","glitch,price,product"
8042,Ok,
6538,"Battery could have been a bit better. Camera is very good but not that good when taken in the low light.
Overall a happy customer.","customer,camera,light,battery,bite"
10266,Battery quality low,"quality,battery"
2308,"The beast is in my hand and i love it...
The battery drains quickly while playing PUBG on 75% Brightness with gaming mode on. Otherwise i think it's the best flagship phone...","pubg,mode,phone,hand,flagship,brightne,battery,game,beast"
7803,Sound quality could be better they should have added dual speaker rather than a single speaker. Else everything is good.,"quality,sound,speaker,everyth"
9631,"Battery Life very poor
Charging Time Fast within 1.5 hrs full charge
Camera Good in daylight, not good in dark light","good,life,daylight,battery,light,camera,time,charge"
9004,Wonderful,
8019,My dream comes true with Amazon I have got superb mobile phone with good quality but only one missing is headset,"mobile,amazon,phone,quality,dream,headset,one"
2344,"There is nothing much for me to say about one plus and their products as it is already a well established name among Indian consumers.
Thanks for seemless delivery from Amazon India","seemle,delivery,thank,plu,amazon,india,consumer,name,nothe,product"
713,Very good product,product
5419,The best,
1082,"Superb camera, great screen, dash charger is amazing,super fast phone, overall a great buy","phone,dash,buy,charger,camera,screen"
6499,This is the best phone I used.,phone
3254,Best phone ever used.,phone
6367,Its a very nice phone but after pie update portrait mode has become horrendous,"portrait,phone,pie,mode,update"
9365,An awesome buy!!!!!,buy
3463,"Really liked the phone. It is everything it claims to be. High end hardware for a medium price range (when compared with iPhone). Battery is good, no heavy draining. 1 hour charging keeps my phone alive till next morning. Iam not a heavy gamer or always screen-on type of user. I use my phone in my breaks and mostly after reaching home. Hardware is still running good after incremental updates. I really really like the face unlock which even doesn't let you see the lock screen. Amazingly fast. Midnight black is really good with all the glass on its back it feels like a high premium quality mobile like around 80k. Best buy  in the price range and also a little above its price range.","hour,back,premium,face,battery,screen,everyth,price,break,quality,update,end,midnight,unlock,gla,user,type,hardware,lock,drain,morn,mobile,phone,gamer,iphone,range,black,charge"
4023,Good phone,phone
7766,Super,
5350,There is no cons about this phone a perfect phone for everything,"phone,con,everyth"
1753,I had decided to purchase this device after a lot of positive reviews and the awesome???? quality of camera. After a day of thinking I have decided to got a 8+128 OP6. But kind of one month use I want to say that the camera of the phone is worst in the low light. I have been using samsung galaxy s8 device for the last 5 months and in comparison to that op6 is nothing in the terms of camera pictures. Rest of all its superb whether it's  sound or battery etc.,"device,lot,term,month,review,day,phone,superb,use,galaxy,comparison,sound,quality,light,battery,camera,nothe,picture,rest"
10114,Excellent product. Thabks to Amazon for quick delivery.,"delivery,product"
3505,Just awesome device,device
4522,"I'll tell you why OP6 is better than OP6 T overall and where OP6 T score more points. Below are features of OP6T compared to OP6.
1. OP6T has bigger battery. Around3.7k mah. The only good thing about T.
2. Little bigger screen. Same hardware though, with update on GGlass 6. OP6 has GG5
3. On screen finger print. Prob is it is a bit slow. Takes more than 4s on avg. OP claims 3.4s. And you need to light up screen before using fingerprint to power up the sensor on screen. So technically you have to click power button and long-touch the screen.
4. Point number 3 leads no space for headphone jack (idk why OP can't give a headphone jack on top)
5. 1, 3 lead to increase in phone thickness. It is not as slim as OP6
6. Camera is completely same as in OP6, both hardware and software with additional night mode. I anyway use Pixel 2, 3 camera app software downloaded from xdm.
7. Base variant is same cost as base variant of OP6, but will have 128GB storage instead of 64GB. Good thing if OP6 sells without discount. But not happening.
8. Notch size decreased. Known thing. Drop 💧 notch. Not at all a pro. Not a con too.","headphone,cost,pro,top,claim,prob,night,overall,finger,battery,jack,lead,notch,base,screen,thickne,space,number,pixel,sensor,update,idk,bite,con,button,print,fingerprint,xdm,feature,point,mah,camera,power,software,hardware,ggla,mode,variant,phone,avg,storage,size,discount,app"
5952,Best smart phone,phone
1881,Awesome,
9662,Amazing phone we acoustic looks and display,"look,phone,display"
10423,Picture quality obviously the best but for beginners it's a bit difficult to understand. Sound quality is kinda great. Battery life is a bit weak. Video quality is great.,"video,beginner,life,sound,quality,battery,picture,bite"
2200,Awesome device by OnePlus... 3.5 mm headphones...nice camera... Good battery life...in spite of big screen easy to operate with one hand... Slim.... Only thing is speaker volume is low...,"headphone,device,volume,oneplu,life,hand,battery,spite,camera,speaker,screen"
7612,"I switched from a very low end device to OnePlus, and it's awesome!","device,end,oneplu"
1094,wonderful mobile,mobile
2940,Nothing,nothe
3440,Only dislike is it's slippery without a case,"dislike,case"
5309,Best ptoduct,ptoduct
1608,Awesome,
4215,This product good But the update issue was very poor. This device use only orio support. Not pie. customers  not satisfied,"device,orio,pie,issue,customer,update,product,support"
4876,Nice fpne,fpne
5912,"Worst battery
Pls don't waste ur money","battery,money"
1293,I don't 2 month phone work good now facing problem ..with buddy help me with this sound,"help,month,work,phone,buddy,sound,problem"
9809,Awesome phone,phone
7526,"Best phone at this range.. loved the interface,  Camera quality, battery performance..","phone,performance,interface,quality,battery,camera,range"
1798,So far OnePlus is considered it's been an excellent journey So happy with the product. Still battery backup could have been better ( They improved that in OnePlus 6T ). Awesome phone... Vera level experience,"oneplu,journey,backup,phone,vera,level,experience,battery,product"
9,bear,bear
6872,Awesome,
6882,Kool,kool
5523,It's a beast..,beast
3908,V v good,good
4338,"The picture quality and display is not even up to the One plus standards. I am feeling like I got the defective product or reused one, on big billion.
Selling a product on discount should not affect it's brand value. Please exchange with the new product.","value,plu,brand,quality,discount,display,standard,picture,product"
1839,superb phone,phone
1958,Awesome,
3356,Good,
4001,Awesome product but handle delicately.,product
2504,Nice mobile.,mobile
4885,"The phone is phenomenal. The overall performance of the is great but at times the phones's response is a little slow or gets stuck, otherwise no issues. The camera quality is amazing, the speaker is probably the best of the phones that I've used so for. Their OS I feel, if its fine tuned will probably be the best of the phones in the market","phone,response,performance,issue,market,quality,camera,time,speaker,fine"
2523,"I got this phone in a good deal on Amazon sale. I exchanged my OnePlus 3 and got good discount.
It is a nice phone but as compared to OnePlus 3, it is on heavier side and little thicker too.","sale,oneplu,amazon,phone,side,discount,deal"
1683,"Most affordable and worth Phone, with latest specs.","phone,spec"
3897,Nice,
8337,"Best rated phone.
Both in price and performance.","phone,price,performance"
2558,It's excellent phone ...I love it.,phone
3524,Good picture and sound,"sound,picture"
10055,Good candition,candition
8034,Great product needs to clear on cache clearance option in new updates,"option,product,clearance,update"
4475,Oneplus6 is very fast and very best phone.its camera quality is awesome.and battery life is too short😩.but the phone is perfect for me.,"quality,phone,life,battery,camera"
9417,"I am eligible to write review
I bought oneplus6 last one month ago
Phone is extremely Good🤩🤩
Camera📷 quality is Average
Display is extremely Good
Sound quality is Average
It's worth for money","review,month,phone,sound,quality,money,camera,display"
3358,Dammm!! What would anyone would describe about OnePlus! Master at Speed and lover of RAM management!!Stunner at Oxy Os!! But a student at Camera and battery quality!! That's it ..,"lover,ram,master,oneplu,spee,anyone,oxy,student,dammm,quality,battery,camera"
8254,"I am following oneplus since oneplus3 and frankly speaking its the phone to which you can relate yourself. Camera- awesome
Battery- awesome, gaming-awesome everything is awesome. I just loved it.","phone,game,oneplu,everyth"
8457,Very Good,
3257,All features are good,feature
6230,Too good,
8202,Very good,
7642,Wow this phone is Ossum,"phone,ossum"
3073,Awesome,
3885,Good product...loved it,product
8355,Nice,
1204,"Doesn't get hotter, works smoothly",
9243,"Reviewing after 1 week of use.
Initially I had a few issues with the GPS of this device - all location related apps would not work, but after the Android P update, things are fine.
Overall, a fairly powerful phone in all respects. Camera effects are also nice. But even with a configuration of this kind, some apps hang or crash.
Another issue is that the free Sandstone black cover that was part of the deal got cracked within 7 days of use - with just regular use - no hard impacts at all.
Some of the basic things are surprisingly good - because these days a lot of manufacturers are focusing on fancy stuff but ignoring basic things like call quality etc. But in this phone, call clarity is amazing. And the speaker of this phone is simply outstanding - very loud and clear when using it for conference calls. Battery life has also been quite satisfactory so far.
Overall, a great buy, but some small issues still remain - and the quality of the back cover is really low - deducting one star for that.","back,location,life,stuff,battery,speaker,device,call,day,impact,use,issue,respect,quality,crash,buy,update,star,effect,lot,cover,week,part,camera,manufacturer,configuration,kind,sandstone,conference,phone,thing,clarity,android,etc,deal,app"
4517,Everything ok superior quality,"quality,everyth"
7096,"Everything about the phone is awesome. Was disappointed with Amazon for taking 5 days for delivery, being a prime member. Packaging was average. Not much protection and box had some tampers.
Phone was intact. The side sound mode toggle switch is a little loose. I'm not sure if it's my phone or all phones have that.","delivery,tamper,mode,protection,toggle,phone,amazon,day,member,sound,switch,package,box,side,everyth"
3132,Works in weak signal also,"signal,work"
9533,"There's no second thought about oneplus 6 its literally a speed you need , however all the offers which is provided by amazon are so unreal. For example  The offer which stated add “OnePlus 6 Sandstone Protective Case” to card and the same will be free during the checkout. Its fake i did it and the case was chargeable. Dear amazon correct me if i am wrong.","example,sandstone,oneplu,spee,checkout,amazon,offer,fake,think,case"
9808,The Best phone,phone
6039,Performance was good and I like the Camar one,"performance,camar"
6746,Excellent phone,phone
4815,"Amazon delivery was outright bad for this. I had got an exchange deal with this, little did I know the delivery experience would be so horrible
The package was supposed to be delivered on 11th day after ordering. The delivery executive asked me if i have reset my original device. I said I am using the device and will reset once he checks it's imie and will barely take a minute. He hung up on me saying we don't have so much time and you should reset earlier. He moved shipment to be delivered next day
I called him only to hear the rude reply again
Then, Amazon didn't deliver next day
The next to next day, a good courier guy finally ordered it
The phone is awesome and the color is touche
Speed, battery life are amazing and phone charges like in a blink
The bezels are thin. Oneplus launcher is really nice. I can see oneplus has left no stone unturned
Speaker phone is a charm to use
WiFi is better than most phone I have used
Only con is, you have a single speaker so can muffled volume while watching a youtube video
That's it
Awesome device
Buy it","video,stone,volume,spee,color,life,battery,courier,speaker,device,delivery,day,minute,experience,charm,touche,time,blink,guy,con,exchange,executive,shipment,package,oneplu,phone,youtube,reply,wifi,bezel,launcher,deal,charge"
2530,Very good looking and great features phone,"phone,feature"
282,NYC look battery life is good and picture quality is too good,"life,quality,battery,picture"
9800,Truecaller doesn't work. Torch isn't bright enough. Everything else is amazing.,"torch,truecaller,everyth"
7856,No word....simply superb....and Amazon's super fast delivery.....,"word,delivery"
1184,"No doubt, it's best",
6998,"Super, photo quality is amazing. Battery life is 16 - 17 hrs after full charge","quality,life,battery,photo,charge"
3383,The one phone you wish you had,phone
5667,Camera excellent,camera
4367,"Not good
Battery life is worst","life,battery"
9574,One of the best phones one can buy in this range. Have been using it for a couple of months now and no complaints so far.,"couple,phone,month,complaint,range"
7436,Great device at its price range,"device,price,range"
8904,Nice one to buy in this range,"one,range"
5619,It's good  product,product
9489,"Best flagship phone under this price
But the audio quality is not great both from speaker as well as audio jack
But according to the price it is average","price,phone,flagship,quality,jack,speaker"
804,Yes the product is above my all the expectation,"expectation,product"
4663,Good,
1297,I feel like this is one of the best Android phone ever made. :) Happy user. If you are planning to change your phone...I would recommend you to go with the op6+ cheers.,"cheer,phone,user"
3171,good mobile but rate is little much.,"mobile,rate"
273,Best mobile,mobile
3483,Nice,
9642,Loving it,
10307,Product is good. it's fast. only reason i gave one star because it had speaker issue. and any phone you buy should not need you to go a service center atleast for a year. it failed that criteria.,"service,criterion,phone,atleast,issue,year,star,center,reason,speaker,product"
8896,Loving it 😍,
6350,Best price to performance ratio.,"price,performance,ratio"
8937,Happy with the phone,phone
908,Perfect picture,picture
8045,Camera; picture; sound; looks; performance 👌👌.. it's a ful package,"camera,sound,picture,package,performance"
6208,Excellent mobile..Worth for money compared to other phones at high price range..bought for 27000 on Amazon festive sale..,"price,sale,mobile,phone,amazon,money,range"
7442,"I am extremely happy with it's speed, performance, design and looks. Each update of OnePlus seems like a phone from a new generation. Completely worth the price","price,oneplu,spee,phone,performance,design,update,generation"
5536,Useless,
2686,Awsome phone with great specs,"phone,spec"
6700,Best smartphone ever,smartphone
8957,This is a awesome phone. I have been using this from last 2 months and never faced any issue so far. Nothing to complain and Everything is in this phone to give possitive feedback. Thanks one plus to my life hassle free and speedy......why to compromise.,"thank,month,hassle,phone,life,issue,nothe,feedback,everyth"
3184,Great product.,product
5759,Fully satisfied.Its an establish brand even if it's expensive does matter when it comes to camera quality or Processor performance.,"brand,quality,processor,performance,camera"
4087,Nice,
3727,Product quality is not up to the mark. As expected the experience of the product is bad. Battery life of the phone is getting drained very fast. Call incoming sound is buzzing. The picture quality is also not clear from rear camera but selfie is of good quality. The product is not value for money.,"mark,value,phone,life,experience,sound,quality,battery,rear,money,camera,selfie,picture,product"
4453,"This is amazing ..
Until u use it , you can not imagine what it is.
Picture quality - Excellent
Sound quality - Excellent
Build quality - Superb
Battery back up - It will easily last for a day","back,day,sound,quality,battery,picture"
8142,Good,
7534,Awesome ....,
5680,Better battery life can make it unbeatable.,"life,battery"
8538,Best tech,tech
1028,Salute the spoed.,spo
5799,Awesome,
9933,Excellent experience with 1+ really I love it ..,experience
10298,Not satisfied with my one plus 5,
8715,Outstanding mobile with this budget.,"mobile,budget"
9868,Awesome phone,phone
5953,Best features....,feature
3507,This phone is the best one I've ever used and in past I was an iPhone fanatic and now I'm completely shocked coz of how badly I felt cheated as the iPhones cost too much and don't give the performance and this phone is way better than any other iPhone in almost every way!! The 16+20MP camera can do miracle once you get used to it!! And the 8GB+128GB (RAM+ROM) combination is best for gaming .. you can push the phone to the maximum graphics limit and it'll still perform as smooth as butter!! And when it comes to looks I don't think any other phone has such nice design!!,"graphic,past,look,phone,performance,limit,fanatic,iphone,way,miracle,design,camera,combination,one,butter"
