Review Text,Review Rating
Salute the spoed.,5
Good,5
Great mobile,5
Best mobile in the world,5
"Battery backup is good, Awsme features,",5
Awesome awesome and awesome,5
Always better from others,5
"superb, awesome smart phone, undoubtedly the best at this price range. I'm just loving it.",5
Nice mobile with good quality and experience,5
Best,5
Even after more than Six month I could not get the cash back of 3000 Rupees which was promised at the time of purchase which was done through SBI card. This is sort of cheating amzone is doing. Kindly send cash back  immediately.,1
Best phone,5
It's awesome,5
Super mobile value of money. Quality equals to Apple,5
Good,5
Awesome,5
Best one plus phone till date. Just go for it.,5
Nice,4
Awesome,5
Great,5
Battery issue,5
It's the Best you can get in 30-40 price bracket. Or you can go for 6T. It works as per the expectations. Loved this.,5
Nice,5
Nice,4
Best Smartphone of oneplus till date,5
………….,5
Overall experience was good but the camera quality is bad in night mode,5
Nice phone.,5
Need mid range phone for light users,5
Very good mobile,5
Best in class,5
"Sound quality is not upto the mark, sometimes the time has noise when call comes.",5
"Display and sound quality is Average... camera and performance is excellent at this price point.
Oxygen Os Is is core of OP6...
Build quality is good....
Overall.. value for money....feel like flagship phone...",4
Best phone,5
Best smartphone in the market at this price....can feel the speed....camera is fabulous....very very good product by Amazon....a classy one.....,5
👍,5
The is really a flagship killer,5
"I like the speed.
Battery is awesome, thought would be poor but its good",5
"worst battery not even one day also coming battery,Not worth for 35K",2
Awesome,5
"Picture quality , sound quality and battery life are good",5
Awesome ✓,5
I don't like battery,5
Loved it.,5
Good,5
Very costly phone..,1
Audio speakers sometimes not clear,4
"Awesome pictures and sound quality, starting battery lasting was good but after 2month not lasting for long may be bcoz of game playing more than before overall it's a great phone",5
Good,4
Excellent,5
Excellent product for the price what they are selling and also I like the variety of features it offers.,5
Best smartphone in budget this budget segment,5
Best flagship mobile device. Could have been much better with more battery capacity..Go for it If you are Oneplus lover.,5
Perfect phone,5
"Superb camera, great screen, dash charger is amazing,super fast phone, overall a great buy",5
Overall experience with this little beast has been phenomenal.,5
Very good phone in all aspects,5
Best in the smart phones.,5
Oneplus is best,5
"Definite buy for any android phone lover.
Not a silly Chinese product, but you wont even feel this as Chinese for it quality and features.
Build is excellent and premium.
Don't put second thought if you wanna buy this guy",5
Perfect,5
Awesome,5
Overall great one!,5
Maha tatti phone never buy this I had buyed but bhot ghatiya hai lot of errors never do calls better and I can't explain how bad this phone is tatti = OnePlus phones,1
Good phone,5
Superb product,5
wonderful mobile,5
"Its been a month, i have buy one plus 6, It rear glass got cracked up, due to its got heat up. Its very grief to say such issue i am facing from one plus phone. I tried to contact amazon customer support, but unable to reach. Kindly provide the service as its not my fault.",1
ONE OF THE BEST SMARTPHONE I EVER USED.,5
Nice,5
Durability required like Apple phone . Good for Phone speed- Sound & display.,5
Good in all,5
Sound quality good,4
Perfect,4
Modi,5
"Works perfectly after using 2 months ago .
Purchase in sale at 27k 6GB ram 64 internal",4
No lags found. Fast charging.,5
Very Good Product,5
Ok 👌 ok 👌 ok 👌 ok 👌 ok 👌 ok 👌 ok 👌 ok 👌 ok 👌 ok 👌 ok,4
Like,5
Best mobile,5
As expected,5
A complete masterpiece. 100/100,5
Best 1,5
Good overall,4
"Well this doesn't needs any review, absolutely beast in this segment!!",5
Excellent product,5
"Battery could have been better
But a superb product",5
Good product..,5
Awesomeness overloaded. Truly a beast love it,5
keeping the mobile at around 90% of the brightness. Legibility under sun is too bad. otherwise a fantastic phone.,2
Other than sound everything is up to the mark.. Dolby Digital should be provided,5
Nice phone,5
Everything is nice about this phone. It is an awesome device.,5
Fastest ram ever before,5
"The phone is undoubtedly best in its price range but the only con I found to be annoying is that the battery drains like juice during usage. Just one PUBG game and the battery falls down by almost 20%. So it is annoying during travelling. But luckily the dash charger provided with the phone charges the phone with the same rate as it discharges. You can get upto 25-30% in just 20 minutes. So it is not a problem until we have a plug point to plug in the dash charger. But if you need to charge the phone using some power bank, it takes some considerable time to get charged.....",5
Taking the standards of mobile to another level.. clarity in picture n sound.. processor is too good.,5
One of the basic function in a phone is messaging (sms).Everytime while starting the application it gets stuck.Everytime i receive a msg or try to text something the app gets stuck and it takes a good 5 to 6 seconds to work properly.I just don't understand why nowadays the software developers donot give proper attention to the basic features of a mobile phone.I have more than one phone of oneplus and very satisfied with the products but this text message application problem is present in the devices.,5
I'm simply loving this mobile,5
Great phone best m best,5
Best phone of my life,5
Initially phone was working fine and I was satisfied with the performance but later it starts acting like typical Chinese phone. It flickers every time and sometimes it doesn't get open for hours. I want to change the phone now.,2
"Heating issues are there, battery life is also not good",4
"I have been using this phone since ~2 months, This phone is just awesome.
Battery life is good.
Camera quality is very good.
Overall the phone is simply superb!!",5
Dgdhec,5
GOOD ONE,5
Cjxjxjd,5
"Its one bease of a phone, dont think twice before buying it, u won't regret this decision",5
Best,5
"I bought this phone just 4 months back on Emi considering the best option in current phones, and was using it very well, and then suddenly 2 days back my phone felt into bucket filled with water, and as per committed by one plus 6 team, going with the thought that it is waterproof, i switched it on and boom the phone went off completely, when i showed it to nearest service centre they said as the water has lodged in to the ic the phone is not working and they asked me to change the Screen (Inr 10000) and Motherboard INR (22000) - Total Cost 32000, in this amount you could buy a new phone,and the denied considering any warranty for the phone as this was a case of Liquid spill... i really dont know how this service centre works, they did not even register my complaint and just told me nothing can be done.. cant imagine i just burned out 35000 in just a span of 4 months on this phone, also when the phone back cover was opned it seems to be a used one..",1
OnePlus mobiles are really good and super performance,4
"a great product, everything was awesome❤️❤️❤️❤️❤️",5
nice,5
Best worth money,5
💕💕💕💕💕,5
Best phone in market just loving it.,5
Its a great phone,4
"Great mobile , just having some bugs in contact list search but it could be bcoz i have 4k contacts. It is fast but should be more in contacts search i think. Body quality great. Packaging is amazing, overall value for.money",4
Would have been added advantage if they provide SD card slot.,4
Best phone,5
Battery could be more capacity....  Rest all ok,4
"The best phone out there for 30-40k. Though a level below samsung s9 or apple x, for this price, worth every penny. Definitely worth it. Not to mention the stunning camera",5
"Enjoying the feel of it, it's very fast and hasn't hanged till now of 3 months use, is very smooth.",5
Hotspot not functioning,5
Its the best for what the price it takes,5
Camera quality is awesome and performance is too good.,5
Nice phone,5
Go if you are getting any deal. With out deal phone is little costly otherwise it's good phone with many features,5
Good,5
Battery drain s frequently,3
Screen,5
"awesome mobile
picture quality is beat the DSLR
Sound is good
baterry was draining fast
hhh
dhj
jifd
hdg
1+6",5
Puts all the brand's to shame with its speed and price,5
Good mobile,5
Overall good device for me...in update field one plus is best.... Camara and speaker required improvement.,5
Wow,5
"Superb performance, just need to be less bulkier",4
Good as compared in this price smartphones.,5
Nice product no probelm faced till now,5
Good,5
"My mobile review after 1 and half month use ,
My mobile screen flashing while turn on and off button use,may be it's issue",5
Oneplus 6 is blast for performance.. powerful GPU Ram CPU with powerful camera and design ... Exactly prepared for flagship platform...,5
"Awesome picture quality,, good sounds
Low battery",5
rubbish,1
There is no dedicated video player or music player.. no call recording option... Otherwise best to use.. good mobile.,4
"Pros : amazing camera
Speed
Processing
Design
Cons : poor sound quality
Battery life
Overall good phone to buy",4
"ONE WORD REVIEW
BEAST OF SMARTPHONES
Not a day passes by when I don't forgot
To appreciate it's performance 🤩",5
"I'm using this device since last 6 month. now I'm facing lot of problem with it like hanged, slow processing, call receiving, call dialing....pls spend this amount for a genuine product....MI note 5 pro is okay better than one plus 6.",2
"After 3 months of use, i find this phone really worth it. It just need some software optimisations.
Camera- The image quality with the stock camera app is decent. However, the Gcam mod has done wonders which can be installed without root.
Speakers- People say that it's sound is tinny, but in my opinion, they perform pretty good and can handle loud background noise easily.
OxygenOS- The best thing of this phone. The light and bloatfree ui has made me fall in love with the software.
Battery- It was really a beast when the phone was on oreo. Whereas, in pie, it has degraded a bit but it can easily cut through the day with 2 charges (while playing heavy games like PUBG in my case).
Performance- No words. It handles everything you throw at it easily.
Looks- Gorgeous
Screen- It's a massive screen. Some people may find it difficult to handle but i think due to it's tall form factor and thin bezel design, it's not difficult to hold on. Moreover, the screen quality is really nice.
The last and the best. Dash charger. It can charge upto 65% in just half an hour.
I totally recommend this phone to everyone.",4
Battery life too small.,5
Awesome. I like it. The camera is amazing. The battery is also very good. 😊 👍 1+ 6 is good,5
Very nice product and it's the second phone I have of One plus. Buy it with closed eyes and don't pay extra to buy samsung and iphones,5
Superb,5
Prod.,5
A great all rounder phone..just loved it,5
"I buyed OnePlus 6 on 17 the June18 ,but now the phone has hanged not starting properly.where to approach for",3
"No doubt, it's best",5
Excellent smartphone,5
Besttt,5
nice,5
Awesome features,5
"Power full mobile for all users,video and photography is coolest features,gaming performance is very smooth",5
Great quality pictures,5
Awesome,5
Duplicate charger can't tolerate,5
Good quality product,5
Mast phone,5
Beast,5
"I don't have to review for oneplus mobile company.
These guys are already giving a best smartphone in such good price.
Still overall I liked the product.",4
Brilliant phone,5
Amazing phone.,5
"Bought this one just before the relase of the 6t, so had a very good deal. Got the 256 GB variant for ₹35.5k which was very sweet.
If you ask why go for the 6 when the 6t was just a week away. I'ld say that the internals are exactly the same. So there is no upgradation on the performance stand point. The cameras are exactly the same, you do have a headphone jack which is my personal preference and also I prefer the normal fingerprint sensor that is on the back instead of the optical under the screen. The screen on the 6t is bigger by 0.1"" so that's not like a huge difference. On the notch front i'ld have preferred the tear drop shape but basically can't complain when you get such a good deal.
So decided to buy this one and got a super super super sweet deal at Amazon. Delivery was fast.
The device that we order in India is the one that's assembled in India at the Oppo Factory.",5
Super phone,5
Excellent mobile,5
Everything is perfect in OnePlus 6 except the battery life. I didn't enjoyed the Battery life. It is not good but not bad also. It gives me a full day battery life when I use it less often.,5
Awesome ✌ product with great discounts,5
"Doesn't get hotter, works smoothly",5
"One of the bestes mobile phone ever made on this earth , m loving it and a proud owner of oneplus 6
Thank you oneplus!",5
Good mobile,5
The phone itself is fantastic and awesome... the red colour makes it highly desirable and valuable,5
best phone.,5
Great phone but battery life is a worry,5
"good camera, decent battery life
worth every penny",4
Very good product.,5
size is bit too large. and becaus of the notch the screen looks too large.battery get drained very fast after 2-3months.sometimes get hanged also,5
One plus fans,5
Good one,4
suprb phone at this range!,5
It’s ok . Not too great,4
Gr8 phone,5
"Loved This Phone !! May use it for Photography, Games or anything this is just a combo of everything !!",5
Mobile is gud battery is worst,5
Picture quality is not as par as it cost.,4
Amazing Phone in this price range. No complain. Great Specs. no regret.,4
very nice my dream phone i am happy with thia,5
Futuristic mobile,5
Costly..Phones of 15 k HV similar features. Cheaper option. Available. A a a. A a a a a a a,1
"Nice picture quality,super battery backup fast charging",5
Fine one,4
Good,5
"Battery, looks, interface is great.",5
"Very good picture quality. Can see all details in the photograph. Video quality equally good. Of course not for professional.
Sound quality is not good or can say bad.
Good battery life. With normal working the battery last for more than a day",5
Best and class. Fast in performance. No lagging. Best camera and sound,5
"When I purchased my phone....the cameras were working properly....now my front cam picture quality is worst............ There is some problem with the hardware .My phone gets hanged.Phone didn't fell ,it was taken care very well.But still I am facing these many problems .",3
Buy it,5
The beast,5
The best One Plus yet,5
Superb,5
Best in the range,5
everything is good about this phone,5
Subhanallah.,5
"Just an average product, nothing extraordinary.",3
"Worth the price.
One of the best smartphones out there.",5
Worth to buy it excellent phone with economic price,5
No need of review,5
"First time oneplus buyer, and am glad that i started with op6. Amazing experience. Pictures shoot to gaming, social media to movie watching everything is smooth as butter and cool like cucumber.",5
Sound quality is very poor. Speaker are damaged from the first day. Don't know how to replace this product.,2
Really loved it,5
Nice phone,5
One plus is one plus !!!!!,5
"Top class, happy with this phone",5
Battery life not good,5
"Amazing product I say...
I owned a OP3 for 2 yrs and replaced OP3 with this OP6....
Worthy upgrade.... This phone has everything one can imagine in this price range.....",5
Just the best,5
Super,5
"Battery life is good, picture quality is good... Excellent camera... Awesome.. sound is perfect.",5
Sound output via speaker is little less,4
Wish the phone could get charged by other chargers.,5
"The photos & videos of what's app,Facebook & You tube are very dull, hazy dim and dull color quality as compared to other mobiles, Why.Also is this product delivered is refurbished or a fresh one.",1
"After using two months,a software updating was done.since then,calling  number ,contact details are not coming when an incoming call comes,only ringtone is coming.unanle to answer any calls.All the way outs as suggested by customer care persons executed but problem remains same,After purchasing for nearly rs.43k,this problem makes me to worry a lot.who is there to say the solution.customer Carr's response is not satisfatory",1
Awesome,5
"Excellent phone, but costly by 5-8 k",4
I m an ardent fan of OnePlus. This is my third OnePlus phone. That says it all i guess 😊,5
One of the flapship phones,5
One of the best phones i have used,5
😘😘😘😘😘,5
Super,5
Good,5
Great wowww,5
Good product next version available better than this.  Nice cool product super fast processing compared to other competitors.  Liked the product,5
Excellent cellphone,5
One of the best in market if android lover..Go for it..,4
Picture quality and specially 4k video quality ... Just awesome.....,5
Amazing phone.,5
"Fabulous quality
Very happy to get this",5
Nice,5
"Phone is just awsome, no one phone can compete this phn.",5
Battery life is short need to charge every day,5
Such an awesome for a decent budget.,5
"Phone with all essentials, ultimate picture quality and long standing battery life.",5
"Awesome, Fantastic",5
Awesome,5
Best in Android OS.,5
I like everything that OnePlus provides,5
Camera require improvement,5
A good quality product one should not think twice to make a purchase.,4
Product is very nice but battery is draining very faster is there any replacement,3
Great phone,5
Best,5
"Dont buy , they are selling defective product.....",1
Very good mobile for that perticular price. Highly recommended rather than buying apple product,4
Great phone,5
"The phone came in a tampered packing isnpite of saying to amazon they said u may open and when i started using in weeks time i told call cetnre ppl its seems refurbished phone and they dint offer any help. The phone goes on vibration mode an time, volume low and ringtone stops working. Phone also got hanged twice to my suprise.",1
Best phone to use,5
Great phone with superb quality.,5
I don't 2 month phone work good now facing problem ..with buddy help me with this sound,1
Perfect phone than 6t,5
Liked the phone.. awesome,4
"Worth Money,long lasting Battery,Nice picture quality,Excellent Phone,processor is also fast,Which ultra dual pen drive is compatible,Little heavy and bulky for small hands",5
I feel like this is one of the best Android phone ever made. :) Happy user. If you are planning to change your phone...I would recommend you to go with the op6+ cheers.,5
Good,5
Nice product,5
"Worth for the money you pay
No issues so far. Have been using it for 3months.
One of the fastest phone ever.",5
worth a single penny,5
Awesome product,5
Loved it..superb quality and perfect definition of super SLO mode,5
Excellent,5
Nice mobile,4
Battery back up and sound quality must be improved,5
thanks,4
"I have been using this phone from past 3 months. So far it works really amazing. Photo quality is really good. In low light, camera works well compare to other phones. battery life is not bad. It last for 16 to 18 hrs depending on the internet usage.",5
Bestest Gadget Of 2018,5
Super Product,5
"The best screen displays more content than ever before on a OnePlus device, offering a truly immersive experience. To keep the device slim and ensure a comfortable grip, the Optic AMOLED display makes optimal use of the front of the device with minimal bezels.",5
This phone is truly a value for money. It beats my I phone xs easily. Hats off team OnePlus.,5
One of the best smart phones in this year and thanks to Amazon for 1 day delivery service in the peak season as well.,4
Super phone,5
Picture quality is good.but battery performance and sound performance very very bad.and it's give speed process.,3
Superb product.value for money,5
Everything is perfect expect battery life,5
Spend one time and enjoy hassle-free next 3-4 years!,5
Great,5
5 Star,5
Best picture quality n good battery life.,5
Good,4
Great,5
"Very nice phone, with excellent camera quality. Worth buying !!!!!!",5
"Awesome Product, worth buying",5
Mast,5
Recommended,5
Good,5
Osm phone,5
"Pros:
1. Pictures, Videos 👌
2. Fast phone(can play any android game without any glitch). Does not hang with many apps open.
3. Touch is amazing.
4. Fingerprint sensor is fast.
5. Face ID is good.
6. Dash charging. 1 to one & half hour and done. Complete charged. Rapid charging for first 50%.
7. Get dropped many a times on ground still as good as new. Build quality 👍
Cons:
1. Sound could have been better(only 5 holes single speaker on left bottom).
2. Max brightness is less. (You can't see a movie or play a game very well in sunlight.)
3. Battery should have last longer.
4. Less sound while talking on phone(from beginning).",5
Best quality,5
Good,5
"Super phone, battery life goes down after about four months of heavy duty usage, but dash charge makes up for it.",5
nice build quality,5
It's very good prdecat,5
Superb phone,5
Flash ship phone wait amazing price,5
Best specs for any use,5
"Others mobile I don't know,But I got faulty device (One plus 6).And (One plus )they are not able solve issues and they are not giving replace . 35000/- I got loss after purchasing One plus 6 device.This is a short story  . Before you purchase One plus..... be care ful and think 100times.",1
Fast and good display.good sound quality,5
Tq,5
Nice product,5
It stands up to all the expectations . What has been promised by oneplus has been delivered very well.,5
"Looks Awesome
Gaming mode is great
Graphics awesome
Camera in this price range is good.",4
Good,5
I liked it for picture quality and battery,5
Camera quality,5
Good,4
Very good,5
"Amazing experience i'm facing with 1+6..Battery life is too good and processor works very well.
Really i'm not expecting this much from One Plus..Definitely 1+ will give competition to IPhone.
I'm fully satisfied with this product except fingerprint sensor.
Only one drawback in One Plus 6 i.e. useless rear finger print sensor.",4
I'm loving it.,5
Good,5
Best for battery life and picture quality......,4
Sadi ka sabse tabahi Wala phone but price should be little less,5
"Great mobile... Battery backup is awesome..
Must buy value for money",5
The word itself says "THE SPEED YOU NEED"😈,5
Excellent phone,5
After 6 months it is still performing great which is beyond expectation. Only issue with it is it's sound as when you answer the call..it is too loud even when you are not taking the call on speaker ppl around you can hear what person on other side is saying. Rest it works well. Great battery life and decent camera.,5
Picture quality good sound quality good battery life good,4
"Pros:
1) Build quality
2) Camera is really great at this price
3) Smooth and efficient OxygenOS
4) Screen size, clarity and brightness
5) Fast updates - both OS as well as Android security patches
6) Battery life
Cons:
1) Speaker quality could have been better at this price",5
"Have been using oneplusone from their first release, good phone,",5
"This phone has got everything you need
Flagship killer💚",4
Super,5
Full on SATISFIED,5
"Nice phone. I'm so happy. Very good camera. It charge fully in only 30 minutes and works for 12hours.Nice speed. Work like a thunder and best for video call. Screen is very large and display is nice. Nice display. Dual SIM. Bigger than iPhone xs max also!  Bought in great Indian sale at rs31,999 only. With dash charger. Nice working. Some apps already downloaded. Meeting emergency button at right side edge. Comes with a cover. The cover is very strong. Large storage unit.",5
Everything is as expected,5
Phone performance very good battery life s very low,5
"I m waiting review after 5 month
  OnePlus is awesome....
 I want to buy iPhone but i change my mind and choose OnePlus 6...
And it was Great  deal....",5
I am a OnePlus family,5
Good,5
Good,5
From Samsung to OnePlus... Simply wows me,5
Aweaome,5
Loved the mobile.Worth each and every penny spent on it.,5
Sound quality is not up to Mark and battery need to upgrade.,4
I Love This Mobile.,5
The zoom quality is poor. Otherwise the phone is too good!,4
No one can beat,5
Best phone ever,5
"Cost of the product after Bank Discount is 33500. The No Cost EMI was about 5591.50 for 6 Months which was about 33549. This is 49 Rupees above the product price.
GST on interest is again charged at 18% in SBI Credit card which is again turning out more than 100 Rs.  - Just for Information.",4
"OnePlus is the best device,
Camera, display, battery backup and dash charging is the awsome,
Amazon service is also good,
Thanks amazon,",5
The best phone,5
My phone started givung a very small blue spot at the begining of 3 week of its usage a d i thot it might be just a very very small stain and bearable but now it increases to 2 inch by 2 inch at the bottom left corner ...repair person says display ink is leaking gradually...,1
Excellent,5
I have purchased this for My Father-in-law and He is Enjoying it to the fullest. He rarely use all the features but What is most important for Him is Operating Speed and Camera. And The Phone is monster in the speed. Works Fast and The Camera Result is Outstanding.,5
User friendly,5
Loving every bit.,5
Couldn't have asked for a better phone.,5
Ok,4
Excellent phone. No interruption while using. Smooth functioning. I can play PUBG for 11 hrs in a full charge with zero interruption or hiccups.,5
"Display brithness not beter.
Sounds fantastic.
Bettery is not work 4g on 12 hours",5
Best Chinese brand in world now with focus on real value for your buck,5
Volume is gone,4
Liked it a lot  .. the best user experiences recorded till now ... updates always help the phone stay ahead than its competitors.,5
I like this product of one plus,4
Nice,4
Best flagship device that u can buy right now for 35000 bucks. Amazing amazing phone. Camera is good sound is good and the speed of the phone os just awesome. It do not lag even a single time no matter which game u play. Superb Device. Go ahead and buy it.,5
"One plus never disappointed it's users..., Fully satisfied with the phone performance",5
Best mobile i ever got,5
Like the speed. It's blazing fast. But camera quality and sound is average.,5
good product must buy,4
Osm,5
"best in the range, One plus phone are really awesome this is 3 phone in my friends and family in last 6 to 8 months",5
Not happy,3
Phone is very very good! Worth the penny!! But I'm really disappointed on not getting d cashback...! Thn y u fakly gave that??,5
Ok ok,3
this is the best choice for ever,4
All are god,5
My fvrt mobile,5
"All day battery life, good picture quality, only one speaker at bottom, easily plays and run high end games, dash charger works amazing , call quality is nice, I find it little over size on hand but then watching movies on it is pleasure, over all great phone at this cost rather than spending more than half a lack on iPhone, Samsung etc",4
Its best phone tillbnow even better than 6t,5
Very nice Mobile,5
Mobile is smooth and flawless...,5
Great,5
It's a perfect phone,5
I am very satisfied with this phone. Very good experience using it.,5
Price drop,4
best mobile screen quality best and sound clear battery best sufficient for 1 day heavy use,5
Your phone is water resistant and it get off just by light split of water and service station rejected this phone as is water damaged... so what the hell is this water resistant???,1
You could not ask anything better in this price bracket.,5
"really good phone, great price.",5
Good,5
Ok,4
"What a speed , i really like the phone.",5
Aswom,5
Sound distortion/cracking sound when the phone rings or any message etc. Not sure how many have faced this issue. It is so irritating if we hear that sound after spending 35k on this product.,1
This is an amazing mobile.,5
All in one,5
Nice product,5
Good phone set.,5
Best mobile.,5
Super,5
Battery is not upto the mark.,4
Sound is very high,4
Awesome phone thnx Amezone and  one plus so fast delivery Amezone,4
Superrr,4
Excellent,5
Great mobile,5
Superlike,4
"FlagShip Killer. The look and Design is Premium.
Sound is loud enough but it becomes too much noisy or loud at some parts of songs.
Camera is good
Face Unlock is marvellous
Fingerprint scanner due rounded rectangle in shape it takes time to get used to it.
Software is updated to Android Pie 9.0
Oxygen OS is good
UI is simply super.
Dual 4G support
Got hang only 2 times till now.
Battery one day. Heavy usage charge 2 times a day.
Fast charging 1hr hardly it takes to charge to 90-100%
Gaming is smooth and has gaming mode which helps to optimize things.
For high graphics PUBG, the phone gets heated easily.
Overall 4.4/5.0
Can be better battery and improve sound quality",5
This phone is running very fast.. Iam first time using oneplus phone and Iam mesmerized with its working.. Great speed and battery life and camera is also very good..I love play PUBG and in this phone I enjoy it more with smooth playing..,5
"OnePlus who can regret brand, Best Mobile ever from oneplus, Even better than OnePlus 6T but just one disadvantage is battery, drains super fast",5
Except for the sound..... everything is totally awesome,5
Good picture quality.,4
nice product.,4
Battery life isn't good.,5
Good picture,5
This is the best phone I had ever used. Bought the 8 GB 256 GB version and I am happy for the decision I took to buy it. Works like a charm without any lags and didn't find any issues as of yet. The battery MAH can be improved.,5
Best phone,5
Very good flagship product ever had in my life nice to handle,5
Speaker quality is not up to mark,5
Good,5
"It's a good product from one plus for last 2 months I have been using, at first I faced a problem. while switching the sim slot1 to slot 2, again switched back than onwards sim1 is not detecting the signal, I tried to contact customer care they recommend to factor setting. I left that for one month later on auto software updation issue got resolved. No other problem still now resolved.",4
Good mobile,5
Nice products,5
Excellent,4
Best,5
I liked the mobile,5
Great,5
It an good phone,5
"battery life is not so great but ok, we can manage one day by normal usage",4
Good,4
Awesome...!!!,5
"Excellent Mobile, User Friendly and really fast.",5
Best budget Android device for every individual,4
SUPERB Product,5
Worth,5
Nice to have it from oneplus. Its quite great than 6t. And last of all thanks to amazon ur facility to delivered on time too i am too happy,5
Bedt,5
Excellent product,5
I received used product.it is strucking every time.completely disappointed with the performance.,1
awesome,5
9 on 10,5
"Battery life not as per the expectations, struggles to survive till evening.
Sound quality is ok not that great.
Picture quality is also moderate, Night scape has improved a bit in low light. Clarity is good but some upgrade is required for improvement.",4
Perfect,5
The Speed is fantastic,5
Best mobile,5
Everything is fine. Happy to use it,5
Simply amazing... super fast.  Thanks!!,5
Best phone ever.,5
Best,5
Worth to use it. Excellent product,5
my phone's display is flickering after one month usage.,1
"I fall in love . This phone is super fast. Delay delivery but satisfied. When I unbox it I can't express that moment. Lots of joy comes out from my heart. Till now no lagging at all. Totally smooth. Box and All other accessories conditions was  good, no crack at all. Basically silk white colour which is too much good. My device running with Android 9.0.2 Oxygen OS (8/128Gb). Thanks OnePlus
Regd- Tushar K Majumdar",5
Nice phone wirh amazing picture quality and battery life. Sound quality is good fine,5
Worth it,5
Good,4
Like this product undoubtedly but there only issue is after i hang up a call the phone takes 5sec to revive.. seems like phone is hang but it isnt.,4
Ausum no other can match it's performance,5
Nothing to dislike,5
Everything is great about this phone battery life is not that good.Would be ok if u are not a gamer,5
Awesome,5
Like v much,5
Good,5
Display quality is not superb.,5
Some what hanging,3
Excellent,5
Awesome,5
"I buy oneplus 6 ,(64+4)GB Only on 26,999/- I feel very happy ,Thanks Amazon and one plus Everything is wonderful with 9.0 Android and superb Camera. Slow motion is not very good🤣 battery life is average,fast charging is amazing.. approx 45 min take for full charge 😀",5
Volume button and power button feels like seems to go off easily and not clickable,5
Worth the risk of choosing it over the 6T . Power pack phone !,5
"Being a flagship smartphone it should have quad hd display, sound quality not up to the mark and most important no delicate SD card slot rest all great.",4
Best,5
"Why does a person have to buy an iPhone when u hv such a capable device in the market ?? its super smooth. Camera , performance, battery life is outstanding. ""Dash Charge"" is luxury. Only for 35k ??? wtf !!",5
A really good buy ! The only problem one could have is that finger touch is on back.,4
Hi I bought one plus 6  in Amazon but campare to bought one plus store and Amazon camare quality is difference .,4
No1 mobile,5
It’s cool,5
There is nothing about this beautiful device that I disliked. So 5/5 statrs is what it deserves!,5
Great,5
"Battery life not good
Using pixel camera not the stock camera",5
This is better,1
This is just a awasome phone.,5
Beast....,5
Very nice phone,5
"Not even used for 2 months,phone is continuously hanging,need a replacement.",1
"Got this as a birthday gift from my fiance. While the camera has an awesome clarity. Would like to caution the buyers on the substandard quality of screen, it broke off even though the phone had not fallen from my hand. Dont know how does it boast of having a Corning Gorilla Glass 6 protection when it gets damaged so easily. I am feeling really bad that I would have to Shell out money now to get the screen replaced",3
Awesome mobile,5
"No doubt...Good phone. I have seen couple of issues too, like print option not available in photo gallery, message app hangs up sometimes (not only for me, my friend also has same problem), etc. Probably, I don't agree to the statements that, One Plus is a Killer phone! Definitely falls in good phone segment.",4
Good,5
Camera is good,5
Good quality and nice game in mobile,5
Nice product,5
One word is enough all in one.,4
Best phone.,5
Best phone I ever used till now,5
Not happy with picture quality. Few apps do not behave properly and have to restart for few applications to work.,3
I had used even 4kmah battery bt one plz is outstanding in consumption of battery... Extraordinary picture quality and even this have a night mode option.. single speaker which sounds like dual totally worth buying this beast,5
Fastest phone with a best price...,5
"My phone backside has been cracked, even it was not dropped down. I need replacement of my phone. I m very disappointed regarding this. Even after complaining it to One Plus and Amazon still no revert regarding the same.",1
"Absolutely stunning phone, camera and picture quality is good, battery life is average and can be improved. But I'm happy with the product",5
Good to use. Amazing product from 1+,5
A well-rounded smartphone that will suit my requirements very much. Guaranteed a pretty much frustration-free experience.,5
It's good and best beast!,5
The phone that I'm waiting for as well as Timely Delivered @ my home.,5
Best phone,5
This is a great phone in many ways. BUT THE ONLY THING I FEEL IS LACKING IS THAT THERE IS NO OPTION USE A MEMORY CARD AND INCREASE YHE THE STORAGE.,4
Premium smartphone!!!,5
Superb,5
Good,5
Best in class,5
"So nice,bahot hi achha phone he",5
Battery life,5
Nice product,5
"I was using iPhone 5 for the last 5 years. Now because of huge price, have moved to Android. The build quality and the OXYGEN OS is amazing. The battery life is little disappointing. The camera is awesome. Would highly recommend for others.",4
"Good camera, performance. Audio not that loud.",4
Value for money,5
Amazing phone. Worth every penny. I got it in 32k in Amazon sale for 8 gb and I couldn't have asked for more. Pictures in daylight are of fabulous quality. Just go for it.,5
Everything is good,5
Feels like i am holding a Rocket.So fast,5
"As expected,a superb handset. Initially,the size appeared a bit big,but know I have got accustomed to it",5
One of the fastest phones I have ever used.,5
Excellent,5
"Awesome phone, love the picture quality and sound though battery life could be better.",5
Value for money,5
"Liked the display, good camera, smooth touch,  clear sound, price bit high, would rate 4 out of 5, overall no regret",4
Nice phone with best camera.,5
Super,5
I like the device,5
Product is amazing! Just that I didn't receive my cash back of 2000/- Rs,5
Great product,5
"Pro:
Build quality
Design
Camera
Speed
Cons:
Too big for previous iPhone user",5
Nice,5
I am a multitasker and only this phone can handle me. Everything is so fine and crisp. Only things which can be improved are battery life it's good & last for 9 hours after massive use but still can be improved. One more thing one plus update comes frequently that's good but it should rolled out only if fully tested. Sometime new issue comes while using due to new update,5
